latitude_deg,longitude_deg_east,elevation_m,hemisphere
8.875,11.125,-381.5,North
8.875,13.125,-125.0,North
8.875,15.125,-566.5,North
8.875,17.125,-506.0,North
8.875,19.125,-1255.0,North
8.875,21.125,-1869.0,North
8.875,23.125,-1949.0,North
8.875,25.125,-2110.5,North
8.875,27.125,-1263.5,North
8.875,29.125,-1118.5,North
8.875,31.125,-931.5,North
8.875,33.125,-784.5,North
8.875,35.125,-802.0,North
8.875,37.125,-777.0,North
8.875,39.125,-779.5,North
8.875,41.125,-1088.5,North
8.875,43.125,-1251.0,North
8.875,45.125,-1371.0,North
8.875,47.125,-1563.5,North
8.875,49.125,-1219.5,North
8.875,51.125,-1902.0,North
8.875,53.125,-1711.5,North
8.875,55.125,-1481.5,North
8.875,57.125,-1042.5,North
8.875,59.125,-1387.5,North
8.875,61.125,509.0,North
8.875,63.125,-1277.5,North
8.875,65.125,-1379.0,North
8.875,67.125,-1029.0,North
8.875,69.125,-646.5,North
8.875,71.125,-514.5,North
8.875,73.125,548.0,North
8.875,75.125,-499.5,North
8.875,77.125,-1349.5,North
8.875,79.125,-2109.0,North
8.875,81.125,-3004.5,North
8.875,83.125,-4003.5,North
8.875,85.125,-4039.0,North
8.875,87.125,-804.0,North
8.875,89.125,-4821.0,North
8.875,91.125,-1707.0,North
8.875,93.125,-1485.5,North
8.875,95.125,-2050.5,North
8.875,97.125,-451.0,North
8.875,99.125,607.5,North
8.875,101.125,-960.5,North
8.875,103.125,-2634.5,North
8.875,105.125,-1101.5,North
8.875,107.125,-1260.5,North
8.875,109.125,50.0,North
8.875,111.125,16.5,North
8.875,113.125,-1988.0,North
8.875,115.125,556.5,North
8.875,117.125,936.5,North
8.875,119.125,2428.5,North
8.875,121.125,1215.5,North
8.875,123.125,2148.5,North
8.875,125.125,1116.5,North
8.875,127.125,-813.5,North
8.875,129.125,2554.0,North
8.875,131.125,1001.5,North
8.875,133.125,3648.0,North
8.875,135.125,4496.0,North
8.875,137.125,5360.5,North
8.875,139.125,-1107.0,North
8.875,141.125,-1288.5,North
8.875,143.125,-1297.0,North
8.875,145.125,1579.5,North
8.875,147.125,1530.0,North
8.875,149.125,1480.0,North
8.875,151.125,1293.0,North
8.875,153.125,1598.0,North
8.875,155.125,1925.0,North
8.875,157.125,1017.0,North
8.875,159.125,1479.0,North
8.875,161.125,2070.5,North
8.875,163.125,1697.0,North
8.875,165.125,3609.0,North
8.875,167.125,2231.5,North
8.875,169.125,829.5,North
8.875,171.125,1972.0,North
8.875,173.125,4937.0,North
8.875,175.125,2915.5,North
8.875,177.125,1906.0,North
8.875,179.125,5554.5,North
8.875,181.125,3240.5,North
8.875,183.125,3424.5,North
8.875,185.125,1156.0,North
8.875,187.125,5167.5,North
8.875,189.125,2902.0,North
8.875,191.125,3746.5,North
8.875,193.125,6719.5,North
8.875,195.125,7384.0,North
8.875,197.125,4576.0,North
8.875,199.125,4919.5,North
8.875,201.125,3042.0,North
8.875,203.125,2490.0,North
8.875,205.125,4367.0,North
8.875,207.125,7714.0,North
8.875,209.125,6138.5,North
8.875,211.125,6221.0,North
8.875,213.125,5324.0,North
8.875,215.125,4838.5,North
8.875,217.125,5474.0,North
8.875,219.125,5284.0,North
8.875,221.125,5503.0,North
8.875,223.125,6040.0,North
8.875,225.125,5518.5,North
8.875,227.125,3606.5,North
8.875,229.125,2721.5,North
8.875,231.125,3094.0,North
8.875,233.125,2505.5,North
8.875,235.125,4181.5,North
8.875,237.125,5318.5,North
8.875,239.125,5769.5,North
8.875,241.125,4096.5,North
8.875,243.125,2940.0,North
8.875,245.125,2979.0,North
8.875,247.125,1743.0,North
8.875,249.125,2169.0,North
8.875,251.125,3353.0,North
8.875,253.125,1134.0,North
8.875,255.125,1217.5,North
8.875,257.125,1247.5,North
8.875,259.125,512.0,North
8.875,261.125,1739.0,North
8.875,263.125,-367.5,North
8.875,265.125,1243.0,North
8.875,267.125,2416.5,North
8.875,269.125,-1942.5,North
8.875,271.125,-45.5,North
8.875,273.125,-974.5,North
8.875,275.125,-745.5,North
8.875,277.125,-1007.5,North
8.875,279.125,-1176.5,North
8.875,281.125,-343.0,North
8.875,283.125,-715.5,North
8.875,285.125,-1611.5,North
8.875,287.125,-1680.0,North
8.875,289.125,-1038.5,North
8.875,291.125,-1519.5,North
8.875,293.125,-1697.0,North
8.875,295.125,-1646.0,North
8.875,297.125,-1672.0,North
8.875,299.125,-1607.5,North
8.875,301.125,-1767.0,North
8.875,303.125,-1754.5,North
8.875,305.125,-1595.0,North
8.875,307.125,-1442.0,North
8.875,309.125,-1445.0,North
8.875,311.125,-1362.0,North
8.875,313.125,-1452.0,North
8.875,315.125,-1420.5,North
8.875,317.125,-1358.5,North
8.875,319.125,-1154.0,North
8.875,321.125,-956.5,North
8.875,323.125,-1103.0,North
8.875,325.125,-1205.0,North
8.875,327.125,-1087.5,North
8.875,329.125,-939.0,North
8.875,331.125,-909.5,North
8.875,333.125,-160.0,North
8.875,335.125,-568.0,North
8.875,337.125,-706.5,North
8.875,339.125,-1752.0,North
8.875,341.125,-611.0,North
8.875,343.125,-1018.5,North
8.875,345.125,-1204.0,North
8.875,347.125,-1166.5,North
8.875,349.125,-1094.5,North
8.875,351.125,-1073.5,North
8.875,353.125,-1044.0,North
8.875,355.125,-741.5,North
8.875,357.125,-751.0,North
8.875,359.125,316.0,North
6.875,1.125,-640.0,North
6.875,3.125,-740.0,North
6.875,5.125,-195.5,North
6.875,7.125,-336.0,North
6.875,9.125,-89.5,North
6.875,11.125,-373.5,North
6.875,13.125,-422.5,North
6.875,15.125,-799.0,North
6.875,17.125,-314.5,North
6.875,19.125,-990.0,North
6.875,21.125,-1792.5,North
6.875,23.125,-1893.0,North
6.875,25.125,-1946.0,North
6.875,27.125,-1834.0,North
6.875,29.125,-1352.5,North
6.875,31.125,-1025.0,North
6.875,33.125,-806.5,North
6.875,35.125,-664.5,North
6.875,37.125,-859.5,North
6.875,39.125,-842.5,North
6.875,41.125,-835.0,North
6.875,43.125,-974.0,North
6.875,45.125,-1726.5,North
6.875,47.125,-2015.0,North
6.875,49.125,-1990.5,North
6.875,51.125,-2041.0,North
6.875,53.125,-1039.0,North
6.875,55.125,-1957.0,North
6.875,57.125,-1622.0,North
6.875,59.125,-1825.0,North
6.875,61.125,-609.0,North
6.875,63.125,-1916.0,North
6.875,65.125,-531.0,North
6.875,67.125,-793.0,North
6.875,69.125,-338.5,North
6.875,71.125,-182.0,North
6.875,73.125,-64.5,North
6.875,75.125,761.5,North
6.875,77.125,-1631.0,North
6.875,79.125,-1288.5,North
6.875,81.125,-820.0,North
6.875,83.125,-221.0,North
6.875,85.125,-2637.5,North
6.875,87.125,-2049.5,North
6.875,89.125,-2619.5,North
6.875,91.125,-2005.5,North
6.875,93.125,-1445.0,North
6.875,95.125,-1080.5,North
6.875,97.125,-1017.5,North
6.875,99.125,354.0,North
6.875,101.125,491.0,North
6.875,103.125,-510.5,North
6.875,105.125,91.0,North
6.875,107.125,-3682.0,North
6.875,109.125,231.0,North
6.875,111.125,237.0,North
6.875,113.125,964.5,North
6.875,115.125,823.0,North
6.875,117.125,1197.0,North
6.875,119.125,-1282.0,North
6.875,121.125,-53.5,North
6.875,123.125,-400.0,North
6.875,125.125,2283.0,North
6.875,127.125,591.5,North
6.875,129.125,2577.5,North
6.875,131.125,3200.0,North
6.875,133.125,3354.5,North
6.875,135.125,4188.5,North
6.875,137.125,227.0,North
6.875,139.125,-1105.0,North
6.875,141.125,-1243.0,North
6.875,143.125,-1075.0,North
6.875,145.125,-657.0,North
6.875,147.125,3073.5,North
6.875,149.125,1537.0,North
6.875,151.125,2392.0,North
6.875,153.125,2258.0,North
6.875,155.125,528.0,North
6.875,157.125,513.5,North
6.875,159.125,3138.0,North
6.875,161.125,-866.5,North
6.875,163.125,-756.0,North
6.875,165.125,2056.5,North
6.875,167.125,294.0,North
6.875,169.125,-42.5,North
6.875,171.125,2765.5,North
6.875,173.125,5460.0,North
6.875,175.125,3126.0,North
6.875,177.125,1484.0,North
6.875,179.125,3704.5,North
6.875,181.125,3666.5,North
6.875,183.125,2233.0,North
6.875,185.125,3353.0,North
6.875,187.125,4301.0,North
6.875,189.125,4617.5,North
6.875,191.125,5417.0,North
6.875,193.125,3607.0,North
6.875,195.125,7605.0,North
6.875,197.125,7058.5,North
6.875,199.125,7609.0,North
6.875,201.125,3796.0,North
6.875,203.125,4396.0,North
6.875,205.125,7661.0,North
6.875,207.125,7245.0,North
6.875,209.125,4062.0,North
6.875,211.125,3456.0,North
6.875,213.125,5593.5,North
6.875,215.125,5496.0,North
6.875,217.125,4804.5,North
6.875,219.125,5568.0,North
6.875,221.125,5487.0,North
6.875,223.125,6262.5,North
6.875,225.125,4046.5,North
6.875,227.125,2442.5,North
6.875,229.125,2651.5,North
6.875,231.125,2939.0,North
6.875,233.125,1744.0,North
6.875,235.125,1895.0,North
6.875,237.125,1808.0,North
6.875,239.125,804.5,North
6.875,241.125,5446.5,North
6.875,243.125,3754.5,North
6.875,245.125,2129.0,North
6.875,247.125,2263.0,North
6.875,249.125,2943.5,North
6.875,251.125,-491.5,North
6.875,253.125,1475.0,North
6.875,255.125,2242.0,North
6.875,257.125,1332.0,North
6.875,259.125,1745.5,North
6.875,261.125,2550.5,North
6.875,263.125,2291.5,North
6.875,265.125,2611.5,North
6.875,267.125,-774.5,North
6.875,269.125,83.0,North
6.875,271.125,787.0,North
6.875,273.125,295.0,North
6.875,275.125,-662.0,North
6.875,277.125,-609.5,North
6.875,279.125,393.5,North
6.875,281.125,-622.5,North
6.875,283.125,-2101.5,North
6.875,285.125,-573.5,North
6.875,287.125,-1281.5,North
6.875,289.125,-1485.5,North
6.875,291.125,-1028.5,North
6.875,293.125,-1083.0,North
6.875,295.125,-1517.0,North
6.875,297.125,-1674.5,North
6.875,299.125,-1564.0,North
6.875,301.125,-1825.0,North
6.875,303.125,-1872.5,North
6.875,305.125,-3264.5,North
6.875,307.125,-1562.0,North
6.875,309.125,-1369.0,North
6.875,311.125,-1389.0,North
6.875,313.125,-1453.5,North
6.875,315.125,-1417.5,North
6.875,317.125,-1368.5,North
6.875,319.125,-1255.5,North
6.875,321.125,-803.0,North
6.875,323.125,-1054.0,North
6.875,325.125,-1109.5,North
6.875,327.125,-1157.5,North
6.875,329.125,-964.0,North
6.875,331.125,-800.5,North
6.875,333.125,-821.5,North
6.875,335.125,-858.5,North
6.875,337.125,-942.5,North
6.875,339.125,-840.5,North
6.875,341.125,-852.5,North
6.875,343.125,-1121.0,North
6.875,345.125,-1047.0,North
6.875,347.125,-1004.0,North
6.875,349.125,-1083.0,North
6.875,351.125,-1008.5,North
6.875,353.125,-668.0,North
6.875,355.125,-430.5,North
6.875,357.125,-377.5,North
6.875,359.125,441.5,North
4.875,1.125,-837.5,North
4.875,3.125,-978.5,North
4.875,5.125,-461.5,North
4.875,7.125,-744.0,North
4.875,9.125,-742.5,North
4.875,11.125,748.0,North
4.875,13.125,-390.5,North
4.875,15.125,-796.5,North
4.875,17.125,-338.5,North
4.875,19.125,-910.5,North
4.875,21.125,-1663.5,North
4.875,23.125,-2173.5,North
4.875,25.125,-2002.0,North
4.875,27.125,-1885.5,North
4.875,29.125,-1557.5,North
4.875,31.125,-1061.0,North
4.875,33.125,-714.0,North
4.875,35.125,-627.5,North
4.875,37.125,-865.5,North
4.875,39.125,-858.5,North
4.875,41.125,-1314.5,North
4.875,43.125,-1101.5,North
4.875,45.125,-1859.5,North
4.875,47.125,-2266.0,North
4.875,49.125,-2283.0,North
4.875,51.125,-2286.5,North
4.875,53.125,-2119.5,North
4.875,55.125,-1727.0,North
4.875,57.125,-3329.0,North
4.875,59.125,-1238.0,North
4.875,61.125,-2423.0,North
4.875,63.125,473.0,North
4.875,65.125,490.5,North
4.875,67.125,1394.0,North
4.875,69.125,-498.0,North
4.875,71.125,-401.5,North
4.875,73.125,986.0,North
4.875,75.125,-2479.0,North
4.875,77.125,-720.0,North
4.875,79.125,-2317.0,North
4.875,81.125,-982.0,North
4.875,83.125,-609.0,North
4.875,85.125,-1536.0,North
4.875,87.125,-3823.5,North
4.875,89.125,-3402.0,North
4.875,91.125,-2568.5,North
4.875,93.125,-2998.0,North
4.875,95.125,-2647.5,North
4.875,97.125,-630.0,North
4.875,99.125,-335.5,North
4.875,101.125,-135.5,North
4.875,103.125,-1924.5,North
4.875,105.125,-709.5,North
4.875,107.125,271.0,North
4.875,109.125,1254.0,North
4.875,111.125,-1263.5,North
4.875,113.125,1958.0,North
4.875,115.125,898.0,North
4.875,117.125,742.0,North
4.875,119.125,2100.0,North
4.875,121.125,-1483.5,North
4.875,123.125,717.0,North
4.875,125.125,-699.0,North
4.875,127.125,-1899.0,North
4.875,129.125,3479.5,North
4.875,131.125,3501.5,North
4.875,133.125,4135.5,North
4.875,135.125,5606.0,North
4.875,137.125,-257.5,North
4.875,139.125,-1038.0,North
4.875,141.125,-1097.5,North
4.875,143.125,-950.5,North
4.875,145.125,-1210.0,North
4.875,147.125,-358.0,North
4.875,149.125,3326.5,North
4.875,151.125,-405.0,North
4.875,153.125,954.0,North
4.875,155.125,1342.0,North
4.875,157.125,855.0,North
4.875,159.125,2353.0,North
4.875,161.125,197.0,North
4.875,163.125,-28.0,North
4.875,165.125,2000.5,North
4.875,167.125,1423.5,North
4.875,169.125,1939.5,North
4.875,171.125,1808.5,North
4.875,173.125,1619.5,North
4.875,175.125,2708.5,North
4.875,177.125,3103.5,North
4.875,179.125,3675.0,North
4.875,181.125,3360.0,North
4.875,183.125,2213.0,North
4.875,185.125,4484.5,North
4.875,187.125,4558.5,North
4.875,189.125,3872.0,North
4.875,191.125,4173.5,North
4.875,193.125,5445.5,North
4.875,195.125,6357.5,North
4.875,197.125,6805.0,North
4.875,199.125,7322.5,North
4.875,201.125,9418.5,North
4.875,203.125,8159.5,North
4.875,205.125,6808.5,North
4.875,207.125,6691.0,North
4.875,209.125,3936.0,North
4.875,211.125,3197.0,North
4.875,213.125,7375.5,North
4.875,215.125,5699.5,North
4.875,217.125,5038.5,North
4.875,219.125,6821.0,North
4.875,221.125,4101.0,North
4.875,223.125,4314.5,North
4.875,225.125,3187.0,North
4.875,227.125,2986.5,North
4.875,229.125,1847.5,North
4.875,231.125,1187.0,North
4.875,233.125,1858.0,North
4.875,235.125,2575.5,North
4.875,237.125,3613.5,North
4.875,239.125,5276.0,North
4.875,241.125,4987.5,North
4.875,243.125,5575.0,North
4.875,245.125,3818.0,North
4.875,247.125,2498.5,North
4.875,249.125,2265.0,North
4.875,251.125,1709.0,North
4.875,253.125,2925.5,North
4.875,255.125,3145.0,North
4.875,257.125,2170.5,North
4.875,259.125,1800.0,North
4.875,261.125,1367.5,North
4.875,263.125,1123.0,North
4.875,265.125,901.0,North
4.875,267.125,2967.0,North
4.875,269.125,2859.5,North
4.875,271.125,1880.0,North
4.875,273.125,-245.0,North
4.875,275.125,-149.0,North
4.875,277.125,-457.5,North
4.875,279.125,-1470.0,North
4.875,281.125,324.0,North
4.875,283.125,169.5,North
4.875,285.125,545.0,North
4.875,287.125,-607.0,North
4.875,289.125,-1349.5,North
4.875,291.125,-643.0,North
4.875,293.125,-3492.0,North
4.875,295.125,-1546.0,North
4.875,297.125,-1670.0,North
4.875,299.125,-1670.5,North
4.875,301.125,-1761.0,North
4.875,303.125,-1916.0,North
4.875,305.125,-1764.5,North
4.875,307.125,-1767.5,North
4.875,309.125,-1633.0,North
4.875,311.125,-1576.0,North
4.875,313.125,-1400.5,North
4.875,315.125,-1305.5,North
4.875,317.125,-1366.0,North
4.875,319.125,-1286.0,North
4.875,321.125,-1272.0,North
4.875,323.125,-1384.0,North
4.875,325.125,-1363.0,North
4.875,327.125,-1126.5,North
4.875,329.125,-1132.0,North
4.875,331.125,-1228.0,North
4.875,333.125,-1042.0,North
4.875,335.125,-1109.0,North
4.875,337.125,-1037.0,North
4.875,339.125,-886.5,North
4.875,341.125,-808.5,North
4.875,343.125,-920.5,North
4.875,345.125,-978.0,North
4.875,347.125,-912.5,North
4.875,349.125,-1194.0,North
4.875,351.125,-326.5,North
4.875,353.125,-519.5,North
4.875,355.125,-925.5,North
4.875,357.125,360.0,North
4.875,359.125,-789.0,North
2.875,1.125,-914.5,North
2.875,3.125,-788.0,North
2.875,5.125,-661.0,North
2.875,7.125,-583.5,North
2.875,9.125,280.5,North
2.875,11.125,-493.0,North
2.875,13.125,-611.0,North
2.875,15.125,-412.5,North
2.875,17.125,-1214.5,North
2.875,19.125,-751.5,North
2.875,21.125,-1509.5,North
2.875,23.125,-2042.5,North
2.875,25.125,-2136.0,North
2.875,27.125,-1979.5,North
2.875,29.125,-1734.0,North
2.875,31.125,-1505.5,North
2.875,33.125,-944.0,North
2.875,35.125,-805.5,North
2.875,37.125,-951.5,North
2.875,39.125,-1126.5,North
2.875,41.125,-1100.0,North
2.875,43.125,-633.0,North
2.875,45.125,-1848.5,North
2.875,47.125,-2052.5,North
2.875,49.125,-2564.0,North
2.875,51.125,-2533.0,North
2.875,53.125,-2213.5,North
2.875,55.125,-2114.0,North
2.875,57.125,-1709.0,North
2.875,59.125,-2361.5,North
2.875,61.125,-2048.0,North
2.875,63.125,-727.0,North
2.875,65.125,-2056.5,North
2.875,67.125,-968.0,North
2.875,69.125,-988.5,North
2.875,71.125,-1389.0,North
2.875,73.125,-1073.0,North
2.875,75.125,147.5,North
2.875,77.125,-1394.5,North
2.875,79.125,-1118.0,North
2.875,81.125,-3238.0,North
2.875,83.125,-3051.5,North
2.875,85.125,-3885.5,North
2.875,87.125,-3480.0,North
2.875,89.125,-3705.5,North
2.875,91.125,-3918.5,North
2.875,93.125,-2346.0,North
2.875,95.125,-42.5,North
2.875,97.125,-2391.0,North
2.875,99.125,104.0,North
2.875,101.125,1165.5,North
2.875,103.125,353.5,North
2.875,105.125,363.5,North
2.875,107.125,927.0,North
2.875,109.125,1732.0,North
2.875,111.125,-323.0,North
2.875,113.125,39.0,North
2.875,115.125,793.5,North
2.875,117.125,1641.0,North
2.875,119.125,884.0,North
2.875,121.125,2011.0,North
2.875,123.125,1871.5,North
2.875,125.125,448.5,North
2.875,127.125,1290.5,North
2.875,129.125,2354.5,North
2.875,131.125,1223.0,North
2.875,133.125,1139.5,North
2.875,135.125,1714.5,North
2.875,137.125,1806.5,North
2.875,139.125,-1053.0,North
2.875,141.125,-841.5,North
2.875,143.125,-964.0,North
2.875,145.125,1093.5,North
2.875,147.125,4047.0,North
2.875,149.125,1525.5,North
2.875,151.125,1176.5,North
2.875,153.125,773.0,North
2.875,155.125,2958.0,North
2.875,157.125,1689.0,North
2.875,159.125,-62.5,North
2.875,161.125,3603.5,North
2.875,163.125,2636.5,North
2.875,165.125,1958.5,North
2.875,167.125,875.0,North
2.875,169.125,1960.5,North
2.875,171.125,120.5,North
2.875,173.125,832.0,North
2.875,175.125,827.5,North
2.875,177.125,1459.0,North
2.875,179.125,3611.5,North
2.875,181.125,3566.0,North
2.875,183.125,1328.0,North
2.875,185.125,4238.5,North
2.875,187.125,4564.5,North
2.875,189.125,5288.0,North
2.875,191.125,5563.5,North
2.875,193.125,5455.0,North
2.875,195.125,6396.0,North
2.875,197.125,7406.0,North
2.875,199.125,9548.5,North
2.875,201.125,8522.0,North
2.875,203.125,8352.5,North
2.875,205.125,6109.5,North
2.875,207.125,6199.0,North
2.875,209.125,5194.5,North
2.875,211.125,7205.5,North
2.875,213.125,3639.5,North
2.875,215.125,6413.5,North
2.875,217.125,6612.0,North
2.875,219.125,4861.0,North
2.875,221.125,7256.0,North
2.875,223.125,4404.5,North
2.875,225.125,2755.0,North
2.875,227.125,3727.0,North
2.875,229.125,1294.0,North
2.875,231.125,847.0,North
2.875,233.125,2361.0,North
2.875,235.125,2892.0,North
2.875,237.125,2012.5,North
2.875,239.125,3102.5,North
2.875,241.125,4618.0,North
2.875,243.125,2152.5,North
2.875,245.125,1987.5,North
2.875,247.125,3563.5,North
2.875,249.125,2218.5,North
2.875,251.125,2553.5,North
2.875,253.125,3252.0,North
2.875,255.125,3038.0,North
2.875,257.125,2130.5,North
2.875,259.125,1676.0,North
2.875,261.125,2840.5,North
2.875,263.125,2853.5,North
2.875,265.125,2656.0,North
2.875,267.125,1537.0,North
2.875,269.125,1679.5,North
2.875,271.125,1673.0,North
2.875,273.125,1507.5,North
2.875,275.125,-47.5,North
2.875,277.125,156.5,North
2.875,279.125,218.5,North
2.875,281.125,1798.0,North
2.875,283.125,-633.0,North
2.875,285.125,-150.0,North
2.875,287.125,-100.0,North
2.875,289.125,-685.5,North
2.875,291.125,-618.5,North
2.875,293.125,-1574.5,North
2.875,295.125,-1642.0,North
2.875,297.125,-1801.5,North
2.875,299.125,-1474.5,North
2.875,301.125,-1746.0,North
2.875,303.125,-1927.5,North
2.875,305.125,-1977.0,North
2.875,307.125,-1901.5,North
2.875,309.125,-1885.5,North
2.875,311.125,-1718.5,North
2.875,313.125,-1532.0,North
2.875,315.125,-1426.0,North
2.875,317.125,-1423.0,North
2.875,319.125,-858.0,North
2.875,321.125,-1429.0,North
2.875,323.125,-1457.5,North
2.875,325.125,-1333.0,North
2.875,327.125,-1222.0,North
2.875,329.125,-1224.5,North
2.875,331.125,-1326.5,North
2.875,333.125,-1299.5,North
2.875,335.125,-1103.0,North
2.875,337.125,-2645.0,North
2.875,339.125,-853.0,North
2.875,341.125,-990.5,North
2.875,343.125,-995.5,North
2.875,345.125,-938.0,North
2.875,347.125,-1151.5,North
2.875,349.125,-1130.0,North
2.875,351.125,-900.0,North
2.875,353.125,-962.0,North
2.875,355.125,-889.0,North
2.875,357.125,-656.5,North
2.875,359.125,-611.0,North
0.875,1.125,-814.0,North
0.875,3.125,-765.0,North
0.875,5.125,688.0,North
0.875,7.125,1211.0,North
0.875,9.125,1145.0,North
0.875,11.125,-244.0,North
0.875,13.125,-526.0,North
0.875,15.125,417.5,North
0.875,17.125,-784.0,North
0.875,19.125,-1052.5,North
0.875,21.125,-1299.0,North
0.875,23.125,-1819.0,North
0.875,25.125,-2010.5,North
0.875,27.125,-1962.5,North
0.875,29.125,-2123.0,North
0.875,31.125,-1869.5,North
0.875,33.125,-751.5,North
0.875,35.125,-1170.0,North
0.875,37.125,-993.0,North
0.875,39.125,-1364.5,North
0.875,41.125,-1434.0,North
0.875,43.125,-1256.5,North
0.875,45.125,-1521.0,North
0.875,47.125,-1574.5,North
0.875,49.125,-2120.0,North
0.875,51.125,-2097.0,North
0.875,53.125,-2365.5,North
0.875,55.125,-2482.0,North
0.875,57.125,-2290.0,North
0.875,59.125,-2267.0,North
0.875,61.125,-1663.5,North
0.875,63.125,-1860.5,North
0.875,65.125,-1771.5,North
0.875,67.125,-1555.0,North
0.875,69.125,-423.0,North
0.875,71.125,-673.0,North
0.875,73.125,-1592.5,North
0.875,75.125,-844.0,North
0.875,77.125,98.5,North
0.875,79.125,-54.0,North
0.875,81.125,-1857.5,North
0.875,83.125,-3561.0,North
0.875,85.125,-3968.0,North
0.875,87.125,-3961.5,North
0.875,89.125,-3911.5,North
0.875,91.125,-3743.0,North
0.875,93.125,-2920.5,North
0.875,95.125,-822.5,North
0.875,97.125,-1171.5,North
0.875,99.125,-232.0,North
0.875,101.125,908.0,North
0.875,103.125,1492.5,North
0.875,105.125,1358.5,North
0.875,107.125,1187.5,North
0.875,109.125,1881.0,North
0.875,111.125,2151.0,North
0.875,113.125,-2570.0,North
0.875,115.125,1063.5,North
0.875,117.125,-459.5,North
0.875,119.125,772.0,North
0.875,121.125,1767.5,North
0.875,123.125,2346.0,North
0.875,125.125,3556.0,North
0.875,127.125,3469.0,North
0.875,129.125,3675.5,North
0.875,131.125,2545.5,North
0.875,133.125,4307.5,North
0.875,135.125,4394.0,North
0.875,137.125,4458.0,North
0.875,139.125,2402.5,North
0.875,141.125,688.0,North
0.875,143.125,-686.5,North
0.875,145.125,4108.0,North
0.875,147.125,2013.0,North
0.875,149.125,2169.0,North
0.875,151.125,2360.5,North
0.875,153.125,2553.5,North
0.875,155.125,-351.0,North
0.875,157.125,1720.5,North
0.875,159.125,2051.0,North
0.875,161.125,3257.0,North
0.875,163.125,726.0,North
0.875,165.125,2189.0,North
0.875,167.125,887.5,North
0.875,169.125,-372.0,North
0.875,171.125,-1428.5,North
0.875,173.125,2532.0,North
0.875,175.125,1002.0,North
0.875,177.125,2664.0,North
0.875,179.125,2478.0,North
0.875,181.125,1999.0,North
0.875,183.125,403.5,North
0.875,185.125,2478.5,North
0.875,187.125,4216.0,North
0.875,189.125,2131.5,North
0.875,191.125,5396.0,North
0.875,193.125,6054.0,North
0.875,195.125,6580.0,North
0.875,197.125,8253.0,North
0.875,199.125,5894.0,North
0.875,201.125,3161.0,North
0.875,203.125,2850.5,North
0.875,205.125,4299.5,North
0.875,207.125,7465.0,North
0.875,209.125,6293.0,North
0.875,211.125,6623.5,North
0.875,213.125,7352.5,North
0.875,215.125,6249.5,North
0.875,217.125,4205.0,North
0.875,219.125,6566.0,North
0.875,221.125,8593.0,North
0.875,223.125,3178.5,North
0.875,225.125,1127.0,North
0.875,227.125,2990.0,North
0.875,229.125,1396.5,North
0.875,231.125,1390.5,North
0.875,233.125,1699.5,North
0.875,235.125,3066.5,North
0.875,237.125,1805.0,North
0.875,239.125,2701.0,North
0.875,241.125,4969.5,North
0.875,243.125,5222.5,North
0.875,245.125,3411.0,North
0.875,247.125,3950.0,North
0.875,249.125,2738.0,North
0.875,251.125,4815.0,North
0.875,253.125,2524.5,North
0.875,255.125,3895.0,North
0.875,257.125,1982.5,North
0.875,259.125,2273.0,North
0.875,261.125,3462.0,North
0.875,263.125,3609.0,North
0.875,265.125,2409.5,North
0.875,267.125,1262.5,North
0.875,269.125,1527.5,North
0.875,271.125,254.5,North
0.875,273.125,1305.5,North
0.875,275.125,648.5,North
0.875,277.125,978.5,North
0.875,279.125,-230.0,North
0.875,281.125,1054.0,North
0.875,283.125,267.0,North
0.875,285.125,562.0,North
0.875,287.125,-92.0,North
0.875,289.125,-505.5,North
0.875,291.125,445.5,North
0.875,293.125,-1417.0,North
0.875,295.125,-1537.0,North
0.875,297.125,-1747.0,North
0.875,299.125,-1768.0,North
0.875,301.125,-1897.5,North
0.875,303.125,-1910.0,North
0.875,305.125,-1935.5,North
0.875,307.125,-1958.5,North
0.875,309.125,-1973.5,North
0.875,311.125,-1846.5,North
0.875,313.125,-1746.0,North
0.875,315.125,-1683.0,North
0.875,317.125,-1612.5,North
0.875,319.125,-1540.5,North
0.875,321.125,-1474.0,North
0.875,323.125,-1562.5,North
0.875,325.125,-1432.5,North
0.875,327.125,-1299.5,North
0.875,329.125,-1256.0,North
0.875,331.125,-1101.0,North
0.875,333.125,-1285.0,North
0.875,335.125,-1169.5,North
0.875,337.125,-1087.0,North
0.875,339.125,-1001.5,North
0.875,341.125,-957.5,North
0.875,343.125,-910.5,North
0.875,345.125,-871.5,North
0.875,347.125,-1083.5,North
0.875,349.125,-1088.5,North
0.875,351.125,-485.5,North
0.875,353.125,-927.0,North
0.875,355.125,-870.0,North
0.875,357.125,-769.0,North
0.875,359.125,-775.0,North
-1.125,1.125,-507.5,South
-1.125,3.125,-103.5,South
-1.125,5.125,850.0,South
-1.125,7.125,831.5,South
-1.125,9.125,888.5,South
-1.125,11.125,-172.5,South
-1.125,13.125,-374.0,South
-1.125,15.125,-678.5,South
-1.125,17.125,166.0,South
-1.125,19.125,-388.5,South
-1.125,21.125,-467.0,South
-1.125,23.125,-1200.5,South
-1.125,25.125,-1811.5,South
-1.125,27.125,-2172.5,South
-1.125,29.125,-2227.5,South
-1.125,31.125,-1855.0,South
-1.125,33.125,-1452.5,South
-1.125,35.125,-2007.5,South
-1.125,37.125,489.0,South
-1.125,39.125,-555.5,South
